kana,municipality,department,section,phone
キ,桐生市,市民税課,市民税係,0277-46-1111
ク,草津町,税務課,住民税係,"0279-88-0001
    （内線：213）"
ク,六合村,総務住民課,税務係,0279-95-3111
シ,渋川市,税務課,市民税グループ,0279-22-2113
シ,下仁田町,住民税務課,町民税係,0274-82-2111
シ,昭和村,税務課,税務係,0278-24-5111
シ,榛東村,税務課,住民税係,0279-54-2211
タ,高崎市,市民税課,市民税担当,027-321-1218
タ,高山村,税務課,住民税係,0279-63-2111
タ,館林市,税務課,市民税係,0276-72-4111
タ,玉村町,税務課,町民税係,0270-64-7703
チ,千代田町,税務課,町民税係,0276-86-2111
ツ,嬬恋村,税務課,住民税係,0279-96-0513
ト,富岡市,税務課,市民税担当,0274-62-1511
ナ,中之条町,総務課,"徴税グループ
    町民税チーム",0279-75-2111
ナ,長野原町,町民生活課,税務グループ,0279-82-2244
ナ,南牧村,住民生活課,住民税務係,0274-87-2011
ヌ,沼田市,税務課,市民税係,0278-23-2111
ヒ,東吾妻町,税務課,住民税係,0279-68-2111
フ,藤岡市,税務課,市民税係,"0274-22-1211
    （内線：2230・2231）"
フ,富士見村,税務課,住民税係,027-288-1941
マ,前橋市,市民税課,市民税第一係,027-890-6203
ミ,みどり市,税務課,市民税係,0277-76-0964
ミ,みなかみ町,税務課,住民税係,0278-62-2111
メ,明和町,税務課,住民税係,0276-84-3111
ヨ,吉井町,税務課,町民税係,"027-387-3111
    （内線：136・137）"
ヨ,吉岡町,財務課税務室,-,0279-54-3111
ア,上尾市,市民税課,住民税担当,048-775-5131
ア,朝霞市,課税課,市民税係,048-463-2852・2853
イ,伊奈町,税務課,町民税係,048-721-2111
イ,入間市,市民税課,市民税担当,04-2964-1111
オ,大利根町,税務課,課税グループ,0480-72-1315
オ,小鹿野町,税務課,住民税担当,0494-75-4125
オ,小川町,税務課,課税担当,0493-72-1221
オ,桶川市,税務課,市民税担当,048－786－3211
オ,越生町,税務課,課税担当,"049-292-3121
    （内線：133・134）"
カ,春日部市,市民税課,普通徴収担当,048-736-1111
カ,加須市,税務課,市民税担当,0480-62-1111
カ,神川町,税務課,町民税担当,0495-77-2116
カ,上里町,税務課,住民税係,0495-35-1220
カ,川口市,市民税課,市民税第4係,048-259-7244
カ,川越市,市民税課,個人住民税担当,049-224-8811
カ,川島町,税務課,住民税担当,049-297-1811
キ,北川辺町,税務町民課,住民税グループ,0280-61-1202
キ,北本市,税務課,市民税担当,"048-591-1111
    （内線：2273・2274）"
キ,騎西町,町民生活課,税務担当,0480-73-1111
ギ,行田市,税務課,市民税担当,048-556-1111
ク,久喜市,税務課,住民税グループ,0480-22-1111
ク,熊谷市,市民税課,市民税係,"048-524-1111
    （内線：244・247）"
ク,栗橋町,税務課,課税担当,0480-53-1111
コ,鴻巣市,市民税課,"普通徴収担当
    特別徴収担当",048-541-1321(代表)
コ,越谷市,市民税課,市民税第1・第2係,048-963-9144・9145
サ,さいたま市,市民税課,普通徴収係,048-829-1913
サ,西区,課税課,市民税係,048-620-2640
サ,北区,課税課,市民税係,048-669-6040
サ,大宮区,課税課,市民税係,048-646-3040
サ,見沼区,課税課,市民税係,048-681-6040
サ,中央区,課税課,市民税係,048-840-6040
サ,桜区,課税課,市民税係,048-856-6150
サ,浦和区,課税課,市民税係,048-829-6088
サ,南区,課税課,市民税係,048-844-7150
サ,緑区,課税課,市民税係,048-712-1150
サ,岩槻区,課税課,市民税係,048-790-0142
サ,坂戸市,課税課,市民税担当,049-283-1331
サ,幸手市,税務課,市民税担当,0480-43-1111
サ,狭山市,市民税課,課税担当,04-2953-1111
シ,志木市,課税課,市民税グループ,048-473-1111
シ,菖蒲町,住民税務課,町民税グループ,0480-85-1111
シ,白岡町,税務課,住民税係,0480-92-1111
ス,杉戸町,税務課,町民税担当,0480-33-1111
ソ,草加市,市民税課,市民税担当,048-922-0151
チ,秩父市,課税課,市民税担当,"0494-22-2211
    （内線：1271～1273）"
ツ,鶴ヶ島市,税務課,市民税担当,"049-271-1111
    （内線：131・132）"
ト,ときがわ町,税務課,住民税係,0493-65-1521
ト,所沢市,市民税課,個人市民税グループ,04-2998-9064
ト,戸田市,税務課,市民税担当,048-441-1800（代表）
ナ,長瀞町,税務課,住民税担当,0494-66-3111
ナ,滑川町,税務課,町民税係,0493-56-2211
ニ,新座市,市民税課,個人市民税係,048-477-1111
ハ,蓮田市,税務課,市民税係,048-768-3111
ハ,鳩ヶ谷市,税務課,市民税係,048-280-1111
ハ,鳩山町,税務課,賦課担当（町民税）,049-296-5892
ハ,羽生市,税務課,市民税係,048-561-1121(代表)
ハ,飯能市,市民税課,市民税担当,042-973-2111
ヒ,東秩父村,税務課,賦課係,0493-82-1224
ヒ,東松山市,課税課,市民税係,0493-21-1438
ヒ,日高市,税務課,市民税担当,042-989-2111
フ,深谷市,市民税課,市民税係,048-574-6637
フ,富士見市,税務課,市民税係,"049-251-2711
    （内線：349～352）"
フ,ふじみ野市,税務課,市民税係,049-261-2611
ホ,本庄市,課税課,市民税係,0495-25-1123
マ,松伏町,税務課,町民税担当,048-991-1833
ミ,三郷市,課税課,市民税係,048－953-1111(代表)
ミ,美里町,町民生活課,"税グループ
    町民税担当",0495-76-1111
ミ,皆野町,税務課,賦課係,0494-62-1230
ミ,宮代町,町民生活課 税務室,町民税担当,0480-34-1111
ミ,三芳町,税務課,住民税係,049-258-0019
モ,毛呂山町,税務課,町民税課税係,049-295-2112
ヤ,八潮市,市民税課,市民税係,048-996-2111
ヨ,横瀬町,税務課,住民税グループ,0494-25-0113
ヨ,吉川市,課税課,市民税係,048-982-5114
ヨ,吉見町,税務会計課,課税係,0493-54-1511
ヨ,寄居町,税務課,住民税班,048-581-2121
ラ,嵐山町,税務課,課税担当,0493-62-2150
ワ,和光市,課税課,住民税担当,"048-464-1111（代表）
    048-424-9102(直通）"
ワ,鷲宮町,税務課,住民税係,0480-58-1111
ワ,蕨市,税務課,市民税係,048-433-7707
ア,旭市,税務課,課税班,0479-62-5321
ア,我孫子市,課税課,市民税担当,"04-7185-1111
    （内線：334・335・365）"
イ,いすみ市,課税課,市民税班,0470-62-1116
イ,市川市,市民税課,税制改正担当,047-334-1116
イ,市原市,市民税課,"個人市民税第1班
    個人市民税第2班","0436-22-1111
    （内線：2233～2237）"
イ,一宮町,税務課,課税係,0475-42-2114
イ,印西市,市民税課,市民税班,"0476-42-5111
    （内線：212・213・214）"
イ,印旛村,税務課,住民税係,0476-98-1115（直通）
ウ,浦安市,市民税課,市民税班,"047-351-1111
    （内線：1215～1218）"
オ,大網白里町,税務課,住民税班,0475-70-0321
オ,大多喜町,税務住民課,課税係,"0470-82-2111
    (内線：246・248)"
オ,御宿町,税務課,課税係,0470-68-6692
カ,柏市,市民税課,"普通徴収・
    特別徴収担当","04-7167-1111
    （内線：335～337）"
カ,勝浦市,税務課,課税係,0470-73-1211
カ,香取市,税務課,市民税班,"0478-54-1111
    （内線：2272）"
カ,鎌ケ谷市,課税課,市民税係,"047-445-1141
    （内線：352～354）"
カ,鴨川市,税務課,市民税保険税係,04-7093-7832
カ,神崎町,町民課,税務係,"0478-72-2111
    （内線：231・232）"
キ,木更津市,市民税課,市民税担当,"0438-23-7111
    （内線：352・353・354）"
キ,君津市,市民税課,-,0439-56-1122
キ,鋸南町,税務住民課,税務収納室,0470-55-2113
ク,九十九里町,税務課,課税係,0475-70-3142
サ,栄町,税務課,住民税班,"0476-95-1111
    （内線：206）"
サ,佐倉市,市民税課,諸税班,043-484-6114
サ,山武市,課税課,市民税係,0475-80-1281
シ,酒々井町,税務課,住民税班,"043-496-1171
    （内線：113）"
シ,芝山町,税務課,課税係,0479-77-3915
シ,白井市,課税課,市民税班,"047-492-1111
    （内線：3131～3133）"
シ,白子町,税務課,課税係,"0475-33-2111
    （内線：131）"
ソ,匝瑳市,税務課,市民税班,0479-73-0087（直通）
ソ,袖ケ浦市,課税課,市民税班,"0438-62-2111
    （内線：282～284）"
タ,多古町,税務課,課税係,0479-76-5402
タ,館山市,税務課,市民税グループ,0470-22-3262
チ,千葉市,税制課,特別徴収第一・ 第二係,043-245-5126
チ,中央区,課税課,市民税係,043－221－2140
チ,花見川区,課税課,市民税係,043－275－6352
チ,稲毛区,課税課,市民税係,043－284－6128
チ,若葉区,課税課,市民税係,043－233－8140
チ,緑区,課税課,市民税係,043－292－8128
チ,美浜区,課税課,市民税係,043－270－3140
チ,銚子市,税務課,市民税班,0479-24-8951
チ,長生村,税務課,課税係,0475-32-2113
チ,長南町,税務課,課税係,0475-46-2118
ト,東金市,課税課,市民税係,0475-50-1128
ト,東庄町,町民課,賦課徴収係,0478-86-6073
ト,富里市,税務課,市民税班,"0476-93-1111
    （内線：216～219）"
ナ,長柄町,税務課,課税係,0475-35-2112
ナ,流山市,市民税課,市民税係,04-7150-6073
ナ,習志野市,市民税課,個人課税グループ,"047-451-1151
    （内線：358）"
ナ,成田市,税務課,市民税班,0476-20-1513
ノ,野田市,課税課,市民税係,04-7125-1111
フ,富津市,課税課,市民税係,0438-80-1241
フ,船橋市,市民税課,市民税第2係,047-436-2212
マ,松戸市,市民税課,第4班,047-366-7322
ミ,南房総市,税務課,市民税係,0470-33-1023
ム,睦沢町,税務課,課税係,0475-44-2502
モ,本埜村,住民税務課,税務係,"0476-97-1111
    （内線：312・313）"
モ,茂原市,市民税課,市民税係,0475-20-1577
ヤ,八街市,課税課,市民税班,043-443-1116
ヤ,八千代市,市民税課,市民税班,"047-483-1151
    （内線：3371～3373）"
ヨ,横芝光町,税務課,課税班,0479-84-1212
ヨ,四街道市,課税課,市民税グループ,043-421-6114
ア,青ヶ島村,総務課,-,04996-9-0111
ア,昭島市,課税課,市民税係,042-544-5111
ア,あきる野市,課税課,市民税係,042-558-1111
ア,足立区,課税課,"課税第一・二係
    （普通徴収について）
    特別徴収係
    （特別徴収について）","03-3880-5230～1（直通）
    03-3880-5232（直通）"
ア,荒川区,税務課,課税係,"03-3802-3111(代表）
    （内線：2315～2319、
    2321～2323）"
イ,板橋区,課税課,-,03-3579-2101
イ,稲城市,課税課,市民税係,042-378-2111
エ,江戸川区,課税課,"課税第一係
    課税第二係
    税制システム係","03-5662-1008
    03-5662-1009
    03-5662-8031"
オ,青梅市,市民税課,市民税係,"0428-22-1111
    （内線：237・552）"
オ,大島町,税務課,課税係,04992-2-1465
オ,大田区,課税課,"課税第一係
    （大森地区担当）
    課税第二係
    （調布地区担当）
    課税第三係
    （蒲田地区担当）","03-5744-1194
    03-5744-1195
    03-5744-1196"
オ,小笠原村,財政課,税務係,04998-2-3112
オ,奥多摩町,税務課,課税係,0428-83-2190
カ,葛飾区,税務課,課税第一、第二、第三係,03-5654-8550（直通）
キ,北区,税務課,課税第一係,03-3908-1113
キ,清瀬市,税務課,市民税係,042-492-5111
ク,国立市,税務課,市民税係,042-576-2111
コ,神津島村,企画財政課,税務係,04992-8-0011
コ,江東区,課税課,-,03-3647-9111（代表）
コ,小金井市,市民税課,市民税係,042-387-9820
コ,国分寺市,課税課,住民税係,"042-325-0111
    （内線：327～329・568・569）"
コ,小平市,税務課,"市民税普通徴収係
    特別徴収係","042-346-9522
    042-346-9523"
コ,狛江市,課税課,市民税係,03-3430-1111
シ,品川区,税務課,"課税第一担当
    ～課税第四担当",03-5742-6663～6
シ,渋谷区,税務課,"普通徴収係
    特別徴収係
    税務係","03-3463-1211（代表）
    普通徴収について
    （個人）内線：2353～65
    特別徴収について
    （会社）内線：2347～52
    税に関する全般
    内線：2342～43"
シ,新宿区,税務課,課税調整係,"03-3209-1111（代表）
    （内線：2641）
    03-5273-4109（直通）"
ス,杉並区,課税課,-,03-3312-2111（代表）
ス,墨田区,税務課,課税係,03-5608-6135～9
セ,世田谷区,課税課,"課税第1係
    課税第2係
    課税第3係","03-5432-2169
    03-5432-2174
    03-5432-2184"
タ,台東区,税務課,課税係,03-5246-1102～1105
タ,立川市,課税課,市民税係,"042-523-2111
    （内線：575～577）"
タ,多摩市,課税課,市民税係,042-338-6821
チ,中央区,税務課,課税係,03-3546-5270
チ,調布市,市民税課,"普通徴収係
    特別徴収係","042-481-7193
    042-481-7196"
チ,千代田区,税務保険年金課,課税係,"03-5211-4191(直通）
    03-5211-4192(直通）
    03-5211-4358(直通）"
ト,豊島区,税務課,区民税調整係,"03-3981-1111（代表）
    （内線：2325・2326）"
ト,利島村,総務課,-,04992-9-0011
ナ,中野区,税務分野,普通徴収賦課担当,03-3228-8913
ニ,新島村,企画財政課,税政係,04992-5-0240
ニ,西東京市,市民税課,市民税係,"042-464-1311
    （内線：1321～1328）"
ネ,練馬区,税務課,区税第一～第四係,03-3993-1111（代表）
ハ,八王子市,税制課,-,042-620-7396
ハ,八丈島,税務課,税務係,04996-2-1121
ハ,羽村市,課税課,市民税係,042-555-1111
ヒ,東久留米市,課税課,市民税係,"042-470-7777
    （内線：2333～2337）"
ヒ,東村山市,課税課,市民税係,"042-393-5111
    （内線：2444～2447）"
ヒ,東大和市,課税課,市民税係,042-563-2111
ヒ,日野市,市民税課,市民税係,042-585-1111
ヒ,日の出町,税務課,住民税係,042-597-0511
ヒ,檜原村,村民課,税務係,042-598-1011
フ,府中市,市民税課,普通徴収係,042-335-4441
フ,福生市,課税課,市民税係,042-551-1511
ブ,文京区,税務課,"課税第一係
    課税第二係",03-5803-1154～5
マ,町田市,市民税課,"市民税係
    特別徴収係",042-722-3111
ミ,御蔵島村,総務課,企画財政係,04994-8-2121
ミ,瑞穂町,税務課,住民税係,042-557-7519
ミ,三鷹市,市民税課,市民税係,0422-45-1151
ミ,港区,税務課,"普通徴収課税係
    特別徴収課税係",03-3578-2111
ミ,三宅村,財政課,税務係,04994-5-0983
ム,武蔵野市,市民税課,市民税係,0422-60-1823
ム,武蔵村山市,課税課,市民税担当グループ,042-565-1111
メ,目黒区,税務課,"課税第一係
    課税第二係
    課税第三係",03-5722-9820
ア,愛川町,税務課,町民税班,046-285-2111（代表）
ア,厚木市,市民税課,市民税係,046-225-2010
ア,綾瀬市,課税課,市民税担当,0467-77-1111
イ,伊勢原市,市民税課,市民税担当,0463-94-4711
エ,海老名市,市民税課,市民税担当,046-235-8594
オ,大磯町,税務課,町民税班,0463-61-4100
オ,大井町,税務課,-,0465-85-5008
オ,小田原市,市民税課,市民税担当,0465-33-1351
カ,開成町,税務課,町県民税担当,0465-84-0313
カ,鎌倉市,市民税課,市民税担当,0467-61-3921
カ,川崎市,課税指導課,個人市民税企画,044-200-2228
カ,川崎区,市民税課,市民税係,044-200-3882
